id,parent_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,light_interception__sunlit_fraction_col
1,NA,1,NaT,NA,NA,5,0.952,7,3
2,1,0,NaT,NA,NA,5,0.891,6,3
3,2,1,2002-09-17,1,1,16,0.7849952,16,3
4,1,0,NaT,NA,NA,3,0.336,7,3
5,1,0,NaT,NA,NA,5,0.373,10,3
