DATE;HOUR;GR;PAR;T;RH;DATETIME;;;;;;
18/10/2002;24;0;0;17.8;86;19/10/2002 00:00;18-oct-02;24;0;0;17,8;86
19/10/2002;1;0;0;18.5;84;19/10/2002 01:00;19-oct-02;1;0;0;18,5;84
19/10/2002;2;0;0;18.2;86;19/10/2002 02:00;19-oct-02;2;0;0;18,2;86
19/10/2002;3;0;0;18.1;84;19/10/2002 03:00;19-oct-02;3;0;0;18,1;84
19/10/2002;4;0;0;17.9;85;19/10/2002 04:00;19-oct-02;4;0;0;17,9;85
19/10/2002;5;2;12.78;16.9;85;19/10/2002 05:00;19-oct-02;5;2;12,8;16,9;85
19/10/2002;6;48;306.72;22.3;74;19/10/2002 06:00;19-oct-02;6;48;306,7;22,3;74
19/10/2002;7;138;881.82;23.4;77;19/10/2002 07:00;19-oct-02;7;138;881,8;23,4;77
19/10/2002;8;198;1265.22;23.2;78;19/10/2002 08:00;19-oct-02;8;198;1265,2;23,2;78
19/10/2002;9;156;996.84;23.5;80;19/10/2002 09:00;19-oct-02;9;156;996,8;23,5;80
19/10/2002;10;196;1252.44;23.6;76;19/10/2002 10:00;19-oct-02;10;196;1252,4;23,6;76
19/10/2002;11;166;1060.74;25.1;71;19/10/2002 11:00;19-oct-02;11;166;1060,7;25,1;71
19/10/2002;12;176;1124.64;23.6;80;19/10/2002 12:00;19-oct-02;12;176;1124,6;23,6;80
19/10/2002;13;232;1482.48;26;65;19/10/2002 13:00;19-oct-02;13;232;1482,5;26;65
19/10/2002;14;270;1725.3;27.3;60;19/10/2002 14:00;19-oct-02;14;270;1725,3;27,3;60
19/10/2002;15;224;1431.36;26.5;65;19/10/2002 15:00;19-oct-02;15;224;1431,4;26,5;65
19/10/2002;16;132;843.48;24.5;67;19/10/2002 16:00;19-oct-02;16;132;843,5;24,5;67
19/10/2002;17;40;255.6;24.3;74;19/10/2002 17:00;19-oct-02;17;40;255,6;24,3;74
19/10/2002;18;4;25.56;22.4;77;19/10/2002 18:00;19-oct-02;18;4;25,6;22,4;77
19/10/2002;19;0;0;20.1;87;19/10/2002 19:00;19-oct-02;19;0;0;20,1;87
19/10/2002;20;0;0;19.4;88;19/10/2002 20:00;19-oct-02;20;0;0;19,4;88
19/10/2002;21;0;0;19.1;92;19/10/2002 21:00;19-oct-02;21;0;0;19,1;92
19/10/2002;22;0;0;19.2;92;19/10/2002 22:00;19-oct-02;22;0;0;19,2;92
19/10/2002;23;0;0;19.6;88;19/10/2002 23:00;19-oct-02;23;0;0;19,6;88
19/10/2002;24;0;0;19.8;89;20/10/2002 00:00;19-oct-02;24;0;0;19,8;89
20/10/2002;1;0;0;19.9;88;20/10/2002 01:00;20-oct-02;1;0;0;19,9;88
20/10/2002;2;0;0;19.2;88;20/10/2002 02:00;20-oct-02;2;0;0;19,2;88
20/10/2002;3;0;0;20;89;20/10/2002 03:00;20-oct-02;3;0;0;20;89
20/10/2002;4;0;0;20.1;89;20/10/2002 04:00;20-oct-02;4;0;0;20,1;89
20/10/2002;5;0;0;20.4;89;20/10/2002 05:00;20-oct-02;5;0;0;20,4;89
20/10/2002;6;10;63.9;20.4;92;20/10/2002 06:00;20-oct-02;6;10;63,9;20,4;92
20/10/2002;7;44;281.16;22.1;91;20/10/2002 07:00;20-oct-02;7;44;281,2;22,1;91
20/10/2002;8;96;613.44;24.2;83;20/10/2002 08:00;20-oct-02;8;96;613,4;24,2;83
20/10/2002;9;134;856.26;24.7;76;20/10/2002 09:00;20-oct-02;9;134;856,3;24,7;76
20/10/2002;10;190;1214.1;27.2;71;20/10/2002 10:00;20-oct-02;10;190;1214,1;27,2;71
20/10/2002;11;316;2019.24;27.7;65;20/10/2002 11:00;20-oct-02;11;316;2019,2;27,7;65
20/10/2002;12;218;1393.02;25.3;71;20/10/2002 12:00;20-oct-02;12;218;1393;25,3;71
20/10/2002;13;136;869.04;24.8;74;20/10/2002 13:00;20-oct-02;13;136;869;24,8;74
20/10/2002;14;192;1226.88;25.9;73;20/10/2002 14:00;20-oct-02;14;192;1226,9;25,9;73
20/10/2002;15;130;830.7;24.8;73;20/10/2002 15:00;20-oct-02;15;130;830,7;24,8;73
20/10/2002;16;76;485.64;23.6;82;20/10/2002 16:00;20-oct-02;16;76;485,6;23,6;82
20/10/2002;17;32;204.48;23.8;82;20/10/2002 17:00;20-oct-02;17;32;204,5;23,8;82
20/10/2002;18;2;12.78;23.2;85;20/10/2002 18:00;20-oct-02;18;2;12,8;23,2;85
20/10/2002;19;0;0;23;85;20/10/2002 19:00;20-oct-02;19;0;0;23;85
20/10/2002;20;0;0;22.2;89;20/10/2002 20:00;20-oct-02;20;0;0;22,2;89
20/10/2002;21;0;0;21.9;95;20/10/2002 21:00;20-oct-02;21;0;0;21,9;95
20/10/2002;22;0;0;21.7;98;20/10/2002 22:00;20-oct-02;22;0;0;21,7;98
20/10/2002;23;0;0;21.5;99;20/10/2002 23:00;20-oct-02;23;0;0;21,5;100
20/10/2002;24;0;0;21.8;99;21/10/2002 00:00;20-oct-02;24;0;0;21,8;101
21/10/2002;1;0;0;20.6;99;21/10/2002 01:00;21-oct-02;1;0;0;20,6;101
21/10/2002;2;0;0;21;99;21/10/2002 02:00;21-oct-02;2;0;0;21;101
21/10/2002;3;0;0;20.7;99;21/10/2002 03:00;21-oct-02;3;0;0;20,7;100
21/10/2002;4;0;0;19.3;99;21/10/2002 04:00;21-oct-02;4;0;0;19,3;99
21/10/2002;5;2;12.78;18.8;94;21/10/2002 05:00;21-oct-02;5;2;12,8;18,8;94
21/10/2002;6;46;293.94;23.5;84;21/10/2002 06:00;21-oct-02;6;46;293,9;23,5;84
21/10/2002;7;138;881.82;25.2;75;21/10/2002 07:00;21-oct-02;7;138;881,8;25,2;75
21/10/2002;8;172;1099.08;25.1;81;21/10/2002 08:00;21-oct-02;8;172;1099,1;25,1;81
21/10/2002;9;152;971.28;23.6;82;21/10/2002 09:00;21-oct-02;9;152;971,3;23,6;82
21/10/2002;10;282;1801.98;24.3;76;21/10/2002 10:00;21-oct-02;10;282;1802;24,3;76
21/10/2002;11;318;2032.02;25.8;74;21/10/2002 11:00;21-oct-02;11;318;2032;25,8;74
21/10/2002;12;302;1929.78;26.3;71;21/10/2002 12:00;21-oct-02;12;302;1929,8;26,3;71
21/10/2002;13;306;1955.34;25.8;75;21/10/2002 13:00;21-oct-02;13;306;1955,3;25,8;75
21/10/2002;14;202;1290.78;25.1;75;21/10/2002 14:00;21-oct-02;14;202;1290,8;25,1;75
21/10/2002;15;154;984.06;23.6;80;21/10/2002 15:00;21-oct-02;15;154;984,1;23,6;80
21/10/2002;16;90;575.1;23.6;83;21/10/2002 16:00;21-oct-02;16;90;575,1;23,6;83
21/10/2002;17;50;319.5;22;85;21/10/2002 17:00;21-oct-02;17;50;319,5;22;85
21/10/2002;18;2;12.78;21.4;92;21/10/2002 18:00;21-oct-02;18;2;12,8;21,4;92
21/10/2002;19;0;0;21.4;86;21/10/2002 19:00;21-oct-02;19;0;0;21,4;86
21/10/2002;20;0;0;21.7;81;21/10/2002 20:00;21-oct-02;20;0;0;21,7;81
21/10/2002;21;0;0;22.3;78;21/10/2002 21:00;21-oct-02;21;0;0;22,3;78
21/10/2002;22;0;0;21;85;21/10/2002 22:00;21-oct-02;22;0;0;21;85
21/10/2002;23;0;0;20.6;85;21/10/2002 23:00;21-oct-02;23;0;0;20,6;85
21/10/2002;24;0;0;19;89;22/10/2002 00:00;21-oct-02;24;0;0;19;89
22/10/2002;1;0;0;18.3;87;22/10/2002 01:00;22-oct-02;1;0;0;18,3;87
22/10/2002;2;0;0;18.8;89;22/10/2002 02:00;22-oct-02;2;0;0;18,8;89
22/10/2002;3;0;0;18.7;91;22/10/2002 03:00;22-oct-02;3;0;0;18,7;91
22/10/2002;4;0;0;17.9;94;22/10/2002 04:00;22-oct-02;4;0;0;17,9;94
22/10/2002;5;2;12.78;19.5;94;22/10/2002 05:00;22-oct-02;5;2;12,8;19,5;94
22/10/2002;6;48;306.72;22.7;76;22/10/2002 06:00;22-oct-02;6;48;306,7;22,7;76
22/10/2002;7;144;920.16;24.2;66;22/10/2002 07:00;22-oct-02;7;144;920,2;24,2;66
22/10/2002;8;232;1482.48;24.5;69;22/10/2002 08:00;22-oct-02;8;232;1482,5;24,5;69
22/10/2002;9;310;1980.9;26;59;22/10/2002 09:00;22-oct-02;9;310;1980,9;26;59
22/10/2002;10;356;2274.84;26.7;56;22/10/2002 10:00;22-oct-02;10;356;2274,8;26,7;56
22/10/2002;11;380;2428.2;26.7;61;22/10/2002 11:00;22-oct-02;11;380;2428,2;26,7;61
22/10/2002;12;378;2415.42;26.1;63;22/10/2002 12:00;22-oct-02;12;378;2415,4;26,1;63
22/10/2002;13;344;2198.16;26;65;22/10/2002 13:00;22-oct-02;13;344;2198,2;26;65
22/10/2002;14;300;1917;26;64;22/10/2002 14:00;22-oct-02;14;300;1917;26;64
22/10/2002;15;230;1469.7;25.9;67;22/10/2002 15:00;22-oct-02;15;230;1469,7;25,9;67
22/10/2002;16;142;907.38;24.2;72;22/10/2002 16:00;22-oct-02;16;142;907,4;24,2;72
22/10/2002;17;64;408.96;23.2;76;22/10/2002 17:00;22-oct-02;17;64;409;23,2;76
22/10/2002;18;2;12.78;22.1;81;22/10/2002 18:00;22-oct-02;18;2;12,8;22,1;81
22/10/2002;19;0;0;21.3;84;22/10/2002 19:00;22-oct-02;19;0;0;21,3;84
22/10/2002;20;0;0;20.8;89;22/10/2002 20:00;22-oct-02;20;0;0;20,8;89
22/10/2002;21;0;0;20.3;92;22/10/2002 21:00;22-oct-02;21;0;0;20,3;92
22/10/2002;22;0;0;19.8;95;22/10/2002 22:00;22-oct-02;22;0;0;19,8;95
22/10/2002;23;0;0;19.8;93;22/10/2002 23:00;22-oct-02;23;0;0;19,8;93
22/10/2002;24;0;0;19.2;94;23/10/2002 00:00;22-oct-02;24;0;0;19,2;94
23/10/2002;1;0;0;19.4;94;23/10/2002 01:00;23-oct-02;1;0;0;19,4;94
23/10/2002;2;0;0;19.1;90;23/10/2002 02:00;23-oct-02;2;0;0;19,1;90
23/10/2002;3;0;0;18.1;88;23/10/2002 03:00;23-oct-02;3;0;0;18,1;88
23/10/2002;4;0;0;17.7;86;23/10/2002 04:00;23-oct-02;4;0;0;17,7;86
23/10/2002;5;2;12.78;18.4;83;23/10/2002 05:00;23-oct-02;5;2;12,8;18,4;83
23/10/2002;6;22;140.58;20.6;76;23/10/2002 06:00;23-oct-02;6;22;140,6;20,6;76
23/10/2002;7;146;932.94;22.1;69;23/10/2002 07:00;23-oct-02;7;146;932,9;22,1;69
23/10/2002;8;238;1520.82;23.5;57;23/10/2002 08:00;23-oct-02;8;238;1520,8;23,5;57
23/10/2002;9;314;2006.46;24.2;57;23/10/2002 09:00;23-oct-02;9;314;2006,5;24,2;57
23/10/2002;10;364;2325.96;25.2;53;23/10/2002 10:00;23-oct-02;10;364;2326;25,2;53
23/10/2002;11;388;2479.32;25.9;55;23/10/2002 11:00;23-oct-02;11;388;2479,3;25,9;55
23/10/2002;12;384;2453.76;26.1;52;23/10/2002 12:00;23-oct-02;12;384;2453,8;26,1;52
23/10/2002;13;348;2223.72;25.8;52;23/10/2002 13:00;23-oct-02;13;348;2223,7;25,8;52
23/10/2002;14;290;1853.1;25.7;50;23/10/2002 14:00;23-oct-02;14;290;1853,1;25,7;50
23/10/2002;15;226;1444.14;25.2;51;23/10/2002 15:00;23-oct-02;15;226;1444,1;25,2;51
23/10/2002;16;142;907.38;24.7;56;23/10/2002 16:00;23-oct-02;16;142;907,4;24,7;56
23/10/2002;17;50;319.5;22.6;67;23/10/2002 17:00;23-oct-02;17;50;319,5;22,6;67
23/10/2002;18;4;25.56;20.3;74;23/10/2002 18:00;23-oct-02;18;4;25,6;20,3;74
23/10/2002;19;0;0;20;75;23/10/2002 19:00;23-oct-02;19;0;0;20;75
23/10/2002;20;0;0;17.4;78;23/10/2002 20:00;23-oct-02;20;0;0;17,4;78
23/10/2002;21;0;0;18;76;23/10/2002 21:00;23-oct-02;21;0;0;18;76
23/10/2002;22;0;0;17.4;73;23/10/2002 22:00;23-oct-02;22;0;0;17,4;73
23/10/2002;23;0;0;17.3;75;23/10/2002 23:00;23-oct-02;23;0;0;17,3;75
23/10/2002;24;0;0;16.9;77;24/10/2002 00:00;23-oct-02;24;0;0;16,9;77
24/10/2002;1;0;0;17.2;76;24/10/2002 01:00;24-oct-02;1;0;0;17,2;76
24/10/2002;2;0;0;18.4;72;24/10/2002 02:00;24-oct-02;2;0;0;18,4;72
24/10/2002;3;0;0;17.5;72;24/10/2002 03:00;24-oct-02;3;0;0;17,5;72
24/10/2002;4;0;0;17.6;58;24/10/2002 04:00;24-oct-02;4;0;0;17,6;58
24/10/2002;5;0;0;17.6;66;24/10/2002 05:00;24-oct-02;5;0;0;17,6;66
24/10/2002;6;54;345.06;21;60;24/10/2002 06:00;24-oct-02;6;54;345,1;21;60
24/10/2002;7;146;932.94;23.8;49;24/10/2002 07:00;24-oct-02;7;146;932,9;23,8;49
24/10/2002;8;240;1533.6;24.2;50;24/10/2002 08:00;24-oct-02;8;240;1533,6;24,2;50
24/10/2002;9;258;1648.62;24.6;49;24/10/2002 09:00;24-oct-02;9;258;1648,6;24,6;49
24/10/2002;10;348;2223.72;25;53;24/10/2002 10:00;24-oct-02;10;348;2223,7;25;53
24/10/2002;11;304;1942.56;25.3;56;24/10/2002 11:00;24-oct-02;11;304;1942,6;25,3;56
24/10/2002;12;274;1750.86;25.5;56;24/10/2002 12:00;24-oct-02;12;274;1750,9;25,5;56
24/10/2002;13;216;1380.24;25.2;61;24/10/2002 13:00;24-oct-02;13;216;1380,2;25,2;61
24/10/2002;14;154;984.06;24.1;60;24/10/2002 14:00;24-oct-02;14;154;984,1;24,1;60
24/10/2002;15;102;651.78;24.4;57;24/10/2002 15:00;24-oct-02;15;102;651,8;24,4;57
24/10/2002;16;68;434.52;23.4;61;24/10/2002 16:00;24-oct-02;16;68;434,5;23,4;61
24/10/2002;17;26;166.14;22.6;64;24/10/2002 17:00;24-oct-02;17;26;166,1;22,6;64
24/10/2002;18;0;0;20.5;73;24/10/2002 18:00;24-oct-02;18;0;0;20,5;73
24/10/2002;19;0;0;19.1;76;24/10/2002 19:00;24-oct-02;19;0;0;19,1;76
24/10/2002;20;0;0;19.1;76;24/10/2002 20:00;24-oct-02;20;0;0;19,1;76
24/10/2002;21;0;0;19.9;73;24/10/2002 21:00;24-oct-02;21;0;0;19,9;73
24/10/2002;22;0;0;19;76;24/10/2002 22:00;24-oct-02;22;0;0;19;76
24/10/2002;23;0;0;18.1;73;24/10/2002 23:00;24-oct-02;23;0;0;18,1;73
24/10/2002;24;0;0;19.2;68;25/10/2002 00:00;24-oct-02;24;0;0;19,2;68
25/10/2002;1;0;0;19;65;25/10/2002 01:00;25-oct-02;1;0;0;19;65
25/10/2002;2;0;0;19.6;63;25/10/2002 02:00;25-oct-02;2;0;0;19,6;63
25/10/2002;3;0;0;20.5;57;25/10/2002 03:00;25-oct-02;3;0;0;20,5;57
25/10/2002;4;0;0;20.2;61;25/10/2002 04:00;25-oct-02;4;0;0;20,2;61
25/10/2002;5;2;12.78;18.7;69;25/10/2002 05:00;25-oct-02;5;2;12,8;18,7;69
25/10/2002;6;28;178.92;21.4;64;25/10/2002 06:00;25-oct-02;6;28;178,9;21,4;64
25/10/2002;7;98;626.22;24.2;55;25/10/2002 07:00;25-oct-02;7;98;626,2;24,2;55
25/10/2002;8;112;715.68;23.7;59;25/10/2002 08:00;25-oct-02;8;112;715,7;23,7;59
25/10/2002;9;198;1265.22;24.4;60;25/10/2002 09:00;25-oct-02;9;198;1265,2;24,4;60
25/10/2002;10;178;1137.42;23.8;59;25/10/2002 10:00;25-oct-02;10;178;1137,4;23,8;59
25/10/2002;11;194;1239.66;23.4;61;25/10/2002 11:00;25-oct-02;11;194;1239,7;23,4;61
25/10/2002;12;122;779.58;23.3;62;25/10/2002 12:00;25-oct-02;12;122;779,6;23,3;62
25/10/2002;13;94;600.66;23.6;61;25/10/2002 13:00;25-oct-02;13;94;600,7;23,6;61
25/10/2002;14;104;664.56;23.6;60;25/10/2002 14:00;25-oct-02;14;104;664,6;23,6;60
25/10/2002;15;60;383.4;23.2;59;25/10/2002 15:00;25-oct-02;15;60;383,4;23,2;59
25/10/2002;16;38;242.82;22.9;61;25/10/2002 16:00;25-oct-02;16;38;242,8;22,9;61
25/10/2002;17;18;115.02;22.5;64;25/10/2002 17:00;25-oct-02;17;18;115;22,5;64
25/10/2002;18;0;0;21.4;70;25/10/2002 18:00;25-oct-02;18;0;0;21,4;70
25/10/2002;19;0;0;20.6;74;25/10/2002 19:00;25-oct-02;19;0;0;20,6;74
25/10/2002;20;0;0;19.7;76;25/10/2002 20:00;25-oct-02;20;0;0;19,7;76
25/10/2002;21;0;0;18.6;70;25/10/2002 21:00;25-oct-02;21;0;0;18,6;70
25/10/2002;22;0;0;18.6;67;25/10/2002 22:00;25-oct-02;22;0;0;18,6;67
25/10/2002;23;0;0;18.6;64;25/10/2002 23:00;25-oct-02;23;0;0;18,6;64
25/10/2002;24;0;0;18.8;65;26/10/2002 00:00;25-oct-02;24;0;0;18,8;65
26/10/2002;1;0;0;18.1;67;26/10/2002 01:00;26-oct-02;1;0;0;18,1;67
26/10/2002;2;0;0;17.5;70;26/10/2002 02:00;26-oct-02;2;0;0;17,5;70
26/10/2002;3;0;0;17.4;69;26/10/2002 03:00;26-oct-02;3;0;0;17,4;69
26/10/2002;4;0;0;17.9;67;26/10/2002 04:00;26-oct-02;4;0;0;17,9;67
26/10/2002;5;2;12.78;17.9;67;26/10/2002 05:00;26-oct-02;5;2;12,8;17,9;67
26/10/2002;6;54;345.06;21.2;62;26/10/2002 06:00;26-oct-02;6;54;345,1;21,2;62
26/10/2002;7;146;932.94;24.6;45;26/10/2002 07:00;26-oct-02;7;146;932,9;24,6;45
26/10/2002;8;236;1508.04;25.5;46;26/10/2002 08:00;26-oct-02;8;236;1508;25,5;46
26/10/2002;9;310;1980.9;25.9;46;26/10/2002 09:00;26-oct-02;9;310;1980,9;25,9;46
26/10/2002;10;358;2287.62;25.9;48;26/10/2002 10:00;26-oct-02;10;358;2287,6;25,9;48
26/10/2002;11;386;2466.54;25.8;45;26/10/2002 11:00;26-oct-02;11;386;2466,5;25,8;45
26/10/2002;12;378;2415.42;25.6;46;26/10/2002 12:00;26-oct-02;12;378;2415,4;25,6;46
26/10/2002;13;342;2185.38;25.8;49;26/10/2002 13:00;26-oct-02;13;342;2185,4;25,8;49
26/10/2002;14;294;1878.66;25.8;52;26/10/2002 14:00;26-oct-02;14;294;1878,7;25,8;52
26/10/2002;15;270;1725.3;25.8;54;26/10/2002 15:00;26-oct-02;15;270;1725,3;25,8;54
26/10/2002;16;186;1188.54;24.2;58;26/10/2002 16:00;26-oct-02;16;186;1188,5;24,2;58
26/10/2002;17;42;268.38;23;61;26/10/2002 17:00;26-oct-02;17;42;268,4;23;61
26/10/2002;18;2;12.78;22.3;64;26/10/2002 18:00;26-oct-02;18;2;12,8;22,3;64
26/10/2002;19;0;0;20.4;69;26/10/2002 19:00;26-oct-02;19;0;0;20,4;69
26/10/2002;20;0;0;19.5;76;26/10/2002 20:00;26-oct-02;20;0;0;19,5;76
26/10/2002;21;0;0;19.4;76;26/10/2002 21:00;26-oct-02;21;0;0;19,4;76
26/10/2002;22;0;0;18.8;76;26/10/2002 22:00;26-oct-02;22;0;0;18,8;76
26/10/2002;23;0;0;18.7;76;26/10/2002 23:00;26-oct-02;23;0;0;18,7;76
26/10/2002;24;0;0;17.9;78;27/10/2002 00:00;26-oct-02;24;0;0;17,9;78
27/10/2002;1;0;0;18;78;27/10/2002 01:00;27-oct-02;1;0;0;18;78
27/10/2002;2;0;0;17.9;76;27/10/2002 02:00;27-oct-02;2;0;0;17,9;76
27/10/2002;3;0;0;18.1;75;27/10/2002 03:00;27-oct-02;3;0;0;18,1;75
27/10/2002;4;0;0;17.8;76;27/10/2002 04:00;27-oct-02;4;0;0;17,8;76
27/10/2002;5;2;12.78;18.1;75;27/10/2002 05:00;27-oct-02;5;2;12,8;18,1;75
27/10/2002;6;50;319.5;22.4;68;27/10/2002 06:00;27-oct-02;6;50;319,5;22,4;68
27/10/2002;7;144;920.16;23.7;66;27/10/2002 07:00;27-oct-02;7;144;920,2;23,7;66
27/10/2002;8;236;1508.04;25.1;58;27/10/2002 08:00;27-oct-02;8;236;1508;25,1;58
27/10/2002;9;310;1980.9;25.5;64;27/10/2002 09:00;27-oct-02;9;310;1980,9;25,5;64
27/10/2002;10;354;2262.06;25.9;62;27/10/2002 10:00;27-oct-02;10;354;2262,1;25,9;62
27/10/2002;11;378;2415.42;26.4;63;27/10/2002 11:00;27-oct-02;11;378;2415,4;26,4;63
27/10/2002;12;312;1993.68;26.2;64;27/10/2002 12:00;27-oct-02;12;312;1993,7;26,2;64
27/10/2002;13;164;1047.96;24.3;67;27/10/2002 13:00;27-oct-02;13;164;1048;24,3;67
27/10/2002;14;82;523.98;24.7;69;27/10/2002 14:00;27-oct-02;14;82;524;24,7;69
27/10/2002;15;92;587.88;25.1;67;27/10/2002 15:00;27-oct-02;15;92;587,9;25,1;67
27/10/2002;16;56;357.84;24;70;27/10/2002 16:00;27-oct-02;16;56;357,8;24;70
27/10/2002;17;28;178.92;23.3;74;27/10/2002 17:00;27-oct-02;17;28;178,9;23,3;74
27/10/2002;18;4;25.56;21;79;27/10/2002 18:00;27-oct-02;18;4;25,6;21;79
27/10/2002;19;0;0;19.6;84;27/10/2002 19:00;27-oct-02;19;0;0;19,6;84
27/10/2002;20;0;0;20.1;82;27/10/2002 20:00;27-oct-02;20;0;0;20,1;82
27/10/2002;21;0;0;19.2;78;27/10/2002 21:00;27-oct-02;21;0;0;19,2;78
27/10/2002;22;0;0;18.8;81;27/10/2002 22:00;27-oct-02;22;0;0;18,8;81
27/10/2002;23;0;0;19.2;84;27/10/2002 23:00;27-oct-02;23;0;0;19,2;84
27/10/2002;24;0;0;19;82;28/10/2002 00:00;27-oct-02;24;0;0;19;82
28/10/2002;1;0;0;18.4;83;28/10/2002 01:00;28-oct-02;1;0;0;18,4;83
28/10/2002;2;0;0;18.4;84;28/10/2002 02:00;28-oct-02;2;0;0;18,4;84
28/10/2002;3;0;0;18.3;79;28/10/2002 03:00;28-oct-02;3;0;0;18,3;79
28/10/2002;4;0;0;17.5;77;28/10/2002 04:00;28-oct-02;4;0;0;17,5;77
28/10/2002;5;2;12.78;18.6;74;28/10/2002 05:00;28-oct-02;5;2;12,8;18,6;74
28/10/2002;6;54;345.06;23;66;28/10/2002 06:00;28-oct-02;6;54;345,1;23;66
28/10/2002;7;144;920.16;24.4;59;28/10/2002 07:00;28-oct-02;7;144;920,2;24,4;59
28/10/2002;8;236;1508.04;24.7;64;28/10/2002 08:00;28-oct-02;8;236;1508;24,7;64
28/10/2002;9;276;1763.64;24.8;65;28/10/2002 09:00;28-oct-02;9;276;1763,6;24,8;65
28/10/2002;10;318;2032.02;25.7;65;28/10/2002 10:00;28-oct-02;10;318;2032;25,7;65
28/10/2002;11;346;2210.94;25.8;61;28/10/2002 11:00;28-oct-02;11;346;2210,9;25,8;61
28/10/2002;12;306;1955.34;25.3;63;28/10/2002 12:00;28-oct-02;12;306;1955,3;25,3;63
28/10/2002;13;222;1418.58;24.2;66;28/10/2002 13:00;28-oct-02;13;222;1418,6;24,2;66
28/10/2002;14;106;677.34;24.5;69;28/10/2002 14:00;28-oct-02;14;106;677,3;24,5;69
28/10/2002;15;150;958.5;24.8;69;28/10/2002 15:00;28-oct-02;15;150;958,5;24,8;69
28/10/2002;16;122;779.58;24.6;67;28/10/2002 16:00;28-oct-02;16;122;779,6;24,6;67
28/10/2002;17;38;242.82;22.8;71;28/10/2002 17:00;28-oct-02;17;38;242,8;22,8;71
28/10/2002;18;0;0;22;72;28/10/2002 18:00;28-oct-02;18;0;0;22;72
28/10/2002;19;0;0;21.9;76;28/10/2002 19:00;28-oct-02;19;0;0;21,9;76
28/10/2002;20;0;0;19.8;78;28/10/2002 20:00;28-oct-02;20;0;0;19,8;78
28/10/2002;21;0;0;20.4;82;28/10/2002 21:00;28-oct-02;21;0;0;20,4;82
28/10/2002;22;0;0;18.8;83;28/10/2002 22:00;28-oct-02;22;0;0;18,8;83
28/10/2002;23;0;0;19.2;85;28/10/2002 23:00;28-oct-02;23;0;0;19,2;85
28/10/2002;24;0;0;19.3;80;29/10/2002 00:00;28-oct-02;24;0;0;19,3;80
29/10/2002;1;0;0;18.9;80;29/10/2002 01:00;29-oct-02;1;0;0;18,9;80
29/10/2002;2;0;0;18.1;84;29/10/2002 02:00;29-oct-02;2;0;0;18,1;84
29/10/2002;3;0;0;18.1;81;29/10/2002 03:00;29-oct-02;3;0;0;18,1;81
29/10/2002;4;0;0;18.2;80;29/10/2002 04:00;29-oct-02;4;0;0;18,2;80
29/10/2002;5;2;12.78;18.6;77;29/10/2002 05:00;29-oct-02;5;2;12,8;18,6;77
29/10/2002;6;54;345.06;21.9;66;29/10/2002 06:00;29-oct-02;6;54;345,1;21,9;66
29/10/2002;7;146;932.94;25.3;55;29/10/2002 07:00;29-oct-02;7;146;932,9;25,3;55
29/10/2002;8;234;1495.26;25.4;61;29/10/2002 08:00;29-oct-02;8;234;1495,3;25,4;61
29/10/2002;9;312;1993.68;25.7;58;29/10/2002 09:00;29-oct-02;9;312;1993,7;25,7;58
29/10/2002;10;354;2262.06;26.1;58;29/10/2002 10:00;29-oct-02;10;354;2262,1;26,1;58
29/10/2002;11;310;1980.9;25.4;62;29/10/2002 11:00;29-oct-02;11;310;1980,9;25,4;62
29/10/2002;12;226;1444.14;26.1;64;29/10/2002 12:00;29-oct-02;12;226;1444,1;26,1;64
29/10/2002;13;188;1201.32;26.8;61;29/10/2002 13:00;29-oct-02;13;188;1201,3;26,8;61
29/10/2002;14;224;1431.36;25.8;59;29/10/2002 14:00;29-oct-02;14;224;1431,4;25,8;59
29/10/2002;15;184;1175.76;24.5;68;29/10/2002 15:00;29-oct-02;15;184;1175,8;24,5;68
29/10/2002;16;126;805.14;24.1;70;29/10/2002 16:00;29-oct-02;16;126;805,1;24,1;70
29/10/2002;17;48;306.72;23.5;73;29/10/2002 17:00;29-oct-02;17;48;306,7;23,5;73
29/10/2002;18;4;25.56;20.7;82;29/10/2002 18:00;29-oct-02;18;4;25,6;20,7;82
29/10/2002;19;0;0;19.9;90;29/10/2002 19:00;29-oct-02;19;0;0;19,9;90
29/10/2002;20;0;0;20.1;91;29/10/2002 20:00;29-oct-02;20;0;0;20,1;91
29/10/2002;21;0;0;20.8;92;29/10/2002 21:00;29-oct-02;21;0;0;20,8;92
29/10/2002;22;0;0;20.3;88;29/10/2002 22:00;29-oct-02;22;0;0;20,3;88
29/10/2002;23;0;0;19.5;86;29/10/2002 23:00;29-oct-02;23;0;0;19,5;86
29/10/2002;24;0;0;19.6;80;30/10/2002 00:00;29-oct-02;24;0;0;19,6;80
30/10/2002;1;0;0;19.1;79;30/10/2002 01:00;30-oct-02;1;0;0;19,1;79
30/10/2002;2;0;0;19.2;73;30/10/2002 02:00;30-oct-02;2;0;0;19,2;73
30/10/2002;3;0;0;19.4;83;30/10/2002 03:00;30-oct-02;3;0;0;19,4;83
30/10/2002;4;0;0;18.7;78;30/10/2002 04:00;30-oct-02;4;0;0;18,7;78
30/10/2002;5;2;12.78;18.7;75;30/10/2002 05:00;30-oct-02;5;2;12,8;18,7;75
30/10/2002;6;60;383.4;23.2;71;30/10/2002 06:00;30-oct-02;6;60;383,4;23,2;71
30/10/2002;7;152;971.28;25.6;64;30/10/2002 07:00;30-oct-02;7;152;971,3;25,6;64
