DATE;HOUR;GR;PAR;T;RH;DATETIME;;;;;;
10/12/2002;10;318;2032.02;28.1;66;10/12/2002 10:00;10-déc-02;10;318;2032;28,1;66
10/12/2002;11;314;2006.46;28.6;64;10/12/2002 11:00;10-déc-02;11;314;2006,5;28,6;64
10/12/2002;12;326;2083.14;28.2;68;10/12/2002 12:00;10-déc-02;12;326;2083,1;28,2;68
10/12/2002;13;220;1405.8;26.9;72;10/12/2002 13:00;10-déc-02;13;220;1405,8;26,9;72
10/12/2002;14;86;549.54;26.3;72;10/12/2002 14:00;10-déc-02;14;86;549,5;26,3;72
10/12/2002;15;50;319.5;25.8;76;10/12/2002 15:00;10-déc-02;15;50;319,5;25,8;76
10/12/2002;16;54;345.06;25.5;78;10/12/2002 16:00;10-déc-02;16;54;345,1;25,5;78
10/12/2002;17;12;76.68;25.2;79;10/12/2002 17:00;10-déc-02;17;12;76,7;25,2;79
10/12/2002;18;4;25.56;24.4;81;10/12/2002 18:00;10-déc-02;18;4;25,6;24,4;81
10/12/2002;19;0;0;23.9;86;10/12/2002 19:00;10-déc-02;19;0;0;23,9;86
10/12/2002;20;0;0;23.7;86;10/12/2002 20:00;10-déc-02;20;0;0;23,7;86
10/12/2002;21;0;0;23.4;89;10/12/2002 21:00;10-déc-02;21;0;0;23,4;89
10/12/2002;22;0;0;23.6;88;10/12/2002 22:00;10-déc-02;22;0;0;23,6;88
10/12/2002;23;0;0;23.4;86;10/12/2002 23:00;10-déc-02;23;0;0;23,4;86
10/12/2002;24;0;0;21.9;87;11/12/2002 00:00;10-déc-02;24;0;0;21,9;87
11/12/2002;1;0;0;22.2;90;11/12/2002 01:00;11-déc-02;1;0;0;22,2;90
11/12/2002;2;0;0;23.3;90;11/12/2002 02:00;11-déc-02;2;0;0;23,3;90
11/12/2002;3;0;0;23.5;87;11/12/2002 03:00;11-déc-02;3;0;0;23,5;87
11/12/2002;4;0;0;21.9;88;11/12/2002 04:00;11-déc-02;4;0;0;21,9;88
11/12/2002;5;2;12.78;22.3;86;11/12/2002 05:00;11-déc-02;5;2;12,8;22,3;86
11/12/2002;6;60;383.4;27.3;74;11/12/2002 06:00;11-déc-02;6;60;383,4;27,3;74
11/12/2002;7;98;626.22;27;72;11/12/2002 07:00;11-déc-02;7;98;626,2;27;72
11/12/2002;8;238;1520.82;27.4;71;11/12/2002 08:00;11-déc-02;8;238;1520,8;27,4;71
11/12/2002;9;232;1482.48;26.7;71;11/12/2002 09:00;11-déc-02;9;232;1482,5;26,7;71
11/12/2002;10;194;1239.66;27.7;68;11/12/2002 10:00;11-déc-02;10;194;1239,7;27,7;68
11/12/2002;11;166;1060.74;27.2;70;11/12/2002 11:00;11-déc-02;11;166;1060,7;27,2;70
11/12/2002;12;128;817.92;26.3;71;11/12/2002 12:00;11-déc-02;12;128;817,9;26,3;71
11/12/2002;13;70;447.3;26.3;72;11/12/2002 13:00;11-déc-02;13;70;447,3;26,3;72
11/12/2002;14;132;843.48;27;70;11/12/2002 14:00;11-déc-02;14;132;843,5;27;70
11/12/2002;15;112;715.68;27.3;68;11/12/2002 15:00;11-déc-02;15;112;715,7;27,3;68
11/12/2002;16;64;408.96;26.6;69;11/12/2002 16:00;11-déc-02;16;64;409;26,6;69
11/12/2002;17;50;319.5;25.9;70;11/12/2002 17:00;11-déc-02;17;50;319,5;25,9;70
11/12/2002;18;8;51.12;24.9;74;11/12/2002 18:00;11-déc-02;18;8;51,1;24,9;74
11/12/2002;19;0;0;23.7;80;11/12/2002 19:00;11-déc-02;19;0;0;23,7;80
11/12/2002;20;0;0;23.3;84;11/12/2002 20:00;11-déc-02;20;0;0;23,3;84
11/12/2002;21;0;0;23.5;84;11/12/2002 21:00;11-déc-02;21;0;0;23,5;84
11/12/2002;22;0;0;23;86;11/12/2002 22:00;11-déc-02;22;0;0;23;86
11/12/2002;23;0;0;22.7;86;11/12/2002 23:00;11-déc-02;23;0;0;22,7;86
11/12/2002;24;0;0;22.6;89;12/12/2002 00:00;11-déc-02;24;0;0;22,6;89
12/12/2002;1;0;0;22.5;86;12/12/2002 01:00;12-déc-02;1;0;0;22,5;86
12/12/2002;2;0;0;22.5;87;12/12/2002 02:00;12-déc-02;2;0;0;22,5;87
12/12/2002;3;0;0;22.4;87;12/12/2002 03:00;12-déc-02;3;0;0;22,4;87
12/12/2002;4;0;0;22.3;86;12/12/2002 04:00;12-déc-02;4;0;0;22,3;86
12/12/2002;5;4;25.56;22.7;87;12/12/2002 05:00;12-déc-02;5;4;25,6;22,7;87
12/12/2002;6;40;255.6;25.3;76;12/12/2002 06:00;12-déc-02;6;40;255,6;25,3;76
12/12/2002;7;142;907.38;28.2;66;12/12/2002 07:00;12-déc-02;7;142;907,4;28,2;66
12/12/2002;8;182;1162.98;30.2;63;12/12/2002 08:00;12-déc-02;8;182;1163;30,2;63
12/12/2002;9;254;1623.06;29.5;66;12/12/2002 09:00;12-déc-02;9;254;1623,1;29,5;66
12/12/2002;10;326;2083.14;29.6;64;12/12/2002 10:00;12-déc-02;10;326;2083,1;29,6;64
12/12/2002;11;252;1610.28;28.7;70;12/12/2002 11:00;12-déc-02;11;252;1610,3;28,7;70
12/12/2002;12;222;1418.58;29;68;12/12/2002 12:00;12-déc-02;12;222;1418,6;29;68
12/12/2002;13;154;984.06;27.9;72;12/12/2002 13:00;12-déc-02;13;154;984,1;27,9;72
12/12/2002;14;92;587.88;27.3;74;12/12/2002 14:00;12-déc-02;14;92;587,9;27,3;74
12/12/2002;15;70;447.3;26.5;78;12/12/2002 15:00;12-déc-02;15;70;447,3;26,5;78
12/12/2002;16;56;357.84;25.8;82;12/12/2002 16:00;12-déc-02;16;56;357,8;25,8;82
12/12/2002;17;8;51.12;24;90;12/12/2002 17:00;12-déc-02;17;8;51,1;24;90
12/12/2002;18;4;25.56;24.3;94;12/12/2002 18:00;12-déc-02;18;4;25,6;24,3;94
12/12/2002;19;0;0;23.8;94;12/12/2002 19:00;12-déc-02;19;0;0;23,8;94
12/12/2002;20;0;0;23.7;96;12/12/2002 20:00;12-déc-02;20;0;0;23,7;96
12/12/2002;21;0;0;23.7;96;12/12/2002 21:00;12-déc-02;21;0;0;23,7;96
12/12/2002;22;0;0;23.4;95;12/12/2002 22:00;12-déc-02;22;0;0;23,4;95
12/12/2002;23;0;0;23.5;92;12/12/2002 23:00;12-déc-02;23;0;0;23,5;92
12/12/2002;24;0;0;23;84;13/12/2002 00:00;12-déc-02;24;0;0;23;84
13/12/2002;1;0;0;23.8;87;13/12/2002 01:00;13-déc-02;1;0;0;23,8;87
13/12/2002;2;0;0;23.4;86;13/12/2002 02:00;13-déc-02;2;0;0;23,4;86
13/12/2002;3;0;0;22.9;88;13/12/2002 03:00;13-déc-02;3;0;0;22,9;88
13/12/2002;4;0;0;23.6;88;13/12/2002 04:00;13-déc-02;4;0;0;23,6;88
13/12/2002;5;2;12.78;23.2;90;13/12/2002 05:00;13-déc-02;5;2;12,8;23,2;90
13/12/2002;6;46;293.94;25.8;82;13/12/2002 06:00;13-déc-02;6;46;293,9;25,8;82
13/12/2002;7;88;562.32;26.7;73;13/12/2002 07:00;13-déc-02;7;88;562,3;26,7;73
13/12/2002;8;126;805.14;27.2;72;13/12/2002 08:00;13-déc-02;8;126;805,1;27,2;72
13/12/2002;9;102;651.78;27;74;13/12/2002 09:00;13-déc-02;9;102;651,8;27;74
13/12/2002;10;90;575.1;26.1;86;13/12/2002 10:00;13-déc-02;10;90;575,1;26,1;86
13/12/2002;11;82;523.98;26.3;84;13/12/2002 11:00;13-déc-02;11;82;524;26,3;84
13/12/2002;12;102;651.78;26.2;82;13/12/2002 12:00;13-déc-02;12;102;651,8;26,2;82
13/12/2002;13;104;664.56;26.7;80;13/12/2002 13:00;13-déc-02;13;104;664,6;26,7;80
13/12/2002;14;186;1188.54;27.9;77;13/12/2002 14:00;13-déc-02;14;186;1188,5;27,9;77
13/12/2002;15;136;869.04;27.2;80;13/12/2002 15:00;13-déc-02;15;136;869;27,2;80
13/12/2002;16;84;536.76;26.8;79;13/12/2002 16:00;13-déc-02;16;84;536,8;26,8;79
13/12/2002;17;38;242.82;25.8;82;13/12/2002 17:00;13-déc-02;17;38;242,8;25,8;82
13/12/2002;18;6;38.34;24.9;86;13/12/2002 18:00;13-déc-02;18;6;38,3;24,9;86
13/12/2002;19;0;0;24;92;13/12/2002 19:00;13-déc-02;19;0;0;24;92
13/12/2002;20;0;0;23.4;96;13/12/2002 20:00;13-déc-02;20;0;0;23,4;96
13/12/2002;21;0;0;23.6;97;13/12/2002 21:00;13-déc-02;21;0;0;23,6;97
13/12/2002;22;0;0;23.1;98;13/12/2002 22:00;13-déc-02;22;0;0;23,1;98
13/12/2002;23;0;0;22.7;98;13/12/2002 23:00;13-déc-02;23;0;0;22,7;98
13/12/2002;24;0;0;23.6;90;14/12/2002 00:00;13-déc-02;24;0;0;23,6;90
14/12/2002;1;0;0;22.8;98;14/12/2002 01:00;14-déc-02;1;0;0;22,8;98
14/12/2002;2;0;0;22.8;98;14/12/2002 02:00;14-déc-02;2;0;0;22,8;98
14/12/2002;3;0;0;23.1;96;14/12/2002 03:00;14-déc-02;3;0;0;23,1;96
14/12/2002;4;0;0;22.8;94;14/12/2002 04:00;14-déc-02;4;0;0;22,8;94
14/12/2002;5;4;25.56;22.4;94;14/12/2002 05:00;14-déc-02;5;4;25,6;22,4;94
14/12/2002;6;28;178.92;24.7;93;14/12/2002 06:00;14-déc-02;6;28;178,9;24,7;93
14/12/2002;7;82;523.98;25.7;83;14/12/2002 07:00;14-déc-02;7;82;524;25,7;83
14/12/2002;8;156;996.84;27.9;78;14/12/2002 08:00;14-déc-02;8;156;996,8;27,9;78
14/12/2002;9;274;1750.86;28;70;14/12/2002 09:00;14-déc-02;9;274;1750,9;28;70
14/12/2002;10;248;1584.72;28.6;70;14/12/2002 10:00;14-déc-02;10;248;1584,7;28,6;70
14/12/2002;11;362;2313.18;28.5;69;14/12/2002 11:00;14-déc-02;11;362;2313,2;28,5;69
14/12/2002;12;266;1699.74;28.6;70;14/12/2002 12:00;14-déc-02;12;266;1699,7;28,6;70
14/12/2002;13;226;1444.14;29;73;14/12/2002 13:00;14-déc-02;13;226;1444,1;29;73
14/12/2002;14;280;1789.2;28.2;70;14/12/2002 14:00;14-déc-02;14;280;1789,2;28,2;70
14/12/2002;15;172;1099.08;29.3;61;14/12/2002 15:00;14-déc-02;15;172;1099,1;29,3;61
14/12/2002;16;92;587.88;27.9;70;14/12/2002 16:00;14-déc-02;16;92;587,9;27,9;70
14/12/2002;17;48;306.72;27;72;14/12/2002 17:00;14-déc-02;17;48;306,7;27;72
14/12/2002;18;8;51.12;25.8;78;14/12/2002 18:00;14-déc-02;18;8;51,1;25,8;78
14/12/2002;19;0;0;25.6;82;14/12/2002 19:00;14-déc-02;19;0;0;25,6;82
14/12/2002;20;0;0;24.5;83;14/12/2002 20:00;14-déc-02;20;0;0;24,5;83
14/12/2002;21;0;0;24.2;87;14/12/2002 21:00;14-déc-02;21;0;0;24,2;87
14/12/2002;22;0;0;24;84;14/12/2002 22:00;14-déc-02;22;0;0;24;84
14/12/2002;23;0;0;23.5;86;14/12/2002 23:00;14-déc-02;23;0;0;23,5;86
14/12/2002;24;0;0;22.9;98;15/12/2002 00:00;14-déc-02;24;0;0;22,9;98
15/12/2002;1;0;0;23.8;85;15/12/2002 01:00;15-déc-02;1;0;0;23,8;85
15/12/2002;2;0;0;22.8;91;15/12/2002 02:00;15-déc-02;2;0;0;22,8;91
15/12/2002;3;0;0;23.1;92;15/12/2002 03:00;15-déc-02;3;0;0;23,1;92
15/12/2002;4;0;0;23.1;94;15/12/2002 04:00;15-déc-02;4;0;0;23,1;94
15/12/2002;5;4;25.56;23.2;94;15/12/2002 05:00;15-déc-02;5;4;25,6;23,2;94
15/12/2002;6;24;153.36;24.6;96;15/12/2002 06:00;15-déc-02;6;24;153,4;24,6;96
15/12/2002;7;74;472.86;25.9;88;15/12/2002 07:00;15-déc-02;7;74;472,9;25,9;88
15/12/2002;8;166;1060.74;28.8;78;15/12/2002 08:00;15-déc-02;8;166;1060,7;28,8;78
15/12/2002;9;270;1725.3;27.8;78;15/12/2002 09:00;15-déc-02;9;270;1725,3;27,8;78
15/12/2002;10;290;1853.1;27.7;78;15/12/2002 10:00;15-déc-02;10;290;1853,1;27,7;78
15/12/2002;11;132;843.48;24.6;88;15/12/2002 11:00;15-déc-02;11;132;843,5;24,6;88
15/12/2002;12;128;817.92;26.6;91;15/12/2002 12:00;15-déc-02;12;128;817,9;26,6;91
15/12/2002;13;208;1329.12;26.9;82;15/12/2002 13:00;15-déc-02;13;208;1329,1;26,9;82
15/12/2002;14;142;907.38;26.6;85;15/12/2002 14:00;15-déc-02;14;142;907,4;26,6;85
15/12/2002;15;110;702.9;25.8;84;15/12/2002 15:00;15-déc-02;15;110;702,9;25,8;84
15/12/2002;16;46;293.94;25.2;87;15/12/2002 16:00;15-déc-02;16;46;293,9;25,2;87
15/12/2002;17;40;255.6;25.2;86;15/12/2002 17:00;15-déc-02;17;40;255,6;25,2;86
15/12/2002;18;8;51.12;24.4;90;15/12/2002 18:00;15-déc-02;18;8;51,1;24,4;90
15/12/2002;19;0;0;24.2;90;15/12/2002 19:00;15-déc-02;19;0;0;24,2;90
15/12/2002;20;0;0;23.7;92;15/12/2002 20:00;15-déc-02;20;0;0;23,7;92
15/12/2002;21;0;0;23.5;94;15/12/2002 21:00;15-déc-02;21;0;0;23,5;94
15/12/2002;22;0;0;23.9;95;15/12/2002 22:00;15-déc-02;22;0;0;23,9;95
15/12/2002;23;0;0;23.2;97;15/12/2002 23:00;15-déc-02;23;0;0;23,2;97
15/12/2002;24;0;0;23.5;88;16/12/2002 00:00;15-déc-02;24;0;0;23,5;88
16/12/2002;1;0;0;22.7;99;16/12/2002 01:00;16-déc-02;1;0;0;22,7;99
16/12/2002;2;0;0;22.2;99;16/12/2002 02:00;16-déc-02;2;0;0;22,2;100
16/12/2002;3;0;0;23;99;16/12/2002 03:00;16-déc-02;3;0;0;23;100
16/12/2002;4;0;0;22.9;99;16/12/2002 04:00;16-déc-02;4;0;0;22,9;100
16/12/2002;5;2;12.78;23.1;99;16/12/2002 05:00;16-déc-02;5;2;12,8;23,1;99
16/12/2002;6;24;153.36;24.3;96;16/12/2002 06:00;16-déc-02;6;24;153,4;24,3;96
16/12/2002;7;88;562.32;24.9;88;16/12/2002 07:00;16-déc-02;7;88;562,3;24,9;88
16/12/2002;8;162;1035.18;26.8;88;16/12/2002 08:00;16-déc-02;8;162;1035,2;26,8;88
16/12/2002;9;304;1942.56;26.3;80;16/12/2002 09:00;16-déc-02;9;304;1942,6;26,3;80
16/12/2002;10;348;2223.72;27;76;16/12/2002 10:00;16-déc-02;10;348;2223,7;27;76
16/12/2002;11;396;2530.44;27.7;74;16/12/2002 11:00;16-déc-02;11;396;2530,4;27,7;74
16/12/2002;12;394;2517.66;26.9;74;16/12/2002 12:00;16-déc-02;12;394;2517,7;26,9;74
16/12/2002;13;308;1968.12;28.1;75;16/12/2002 13:00;16-déc-02;13;308;1968,1;28,1;75
16/12/2002;14;330;2108.7;27.8;74;16/12/2002 14:00;16-déc-02;14;330;2108,7;27,8;74
16/12/2002;15;250;1597.5;27.3;74;16/12/2002 15:00;16-déc-02;15;250;1597,5;27,3;74
16/12/2002;16;186;1188.54;26.8;74;16/12/2002 16:00;16-déc-02;16;186;1188,5;26,8;74
16/12/2002;17;72;460.08;24.8;82;16/12/2002 17:00;16-déc-02;17;72;460,1;24,8;82
16/12/2002;18;6;38.34;23.6;88;16/12/2002 18:00;16-déc-02;18;6;38,3;23,6;88
16/12/2002;19;0;0;23.3;90;16/12/2002 19:00;16-déc-02;19;0;0;23,3;90
16/12/2002;20;0;0;23.4;92;16/12/2002 20:00;16-déc-02;20;0;0;23,4;92
16/12/2002;21;0;0;23.2;94;16/12/2002 21:00;16-déc-02;21;0;0;23,2;94
16/12/2002;22;0;0;23.5;95;16/12/2002 22:00;16-déc-02;22;0;0;23,5;95
16/12/2002;23;0;0;22.6;94;16/12/2002 23:00;16-déc-02;23;0;0;22,6;94
16/12/2002;24;0;0;23.3;98;17/12/2002 00:00;16-déc-02;24;0;0;23,3;98
17/12/2002;1;0;0;21.7;98;17/12/2002 01:00;17-déc-02;1;0;0;21,7;98
17/12/2002;2;0;0;21.5;99;17/12/2002 02:00;17-déc-02;2;0;0;21,5;100
17/12/2002;3;0;0;21.2;99;17/12/2002 03:00;17-déc-02;3;0;0;21,2;100
17/12/2002;4;0;0;21.8;99;17/12/2002 04:00;17-déc-02;4;0;0;21,8;101
17/12/2002;5;4;25.56;21.1;99;17/12/2002 05:00;17-déc-02;5;4;25,6;21,1;101
17/12/2002;6;52;332.28;24.1;99;17/12/2002 06:00;17-déc-02;6;52;332,3;24,1;100
17/12/2002;7;144;920.16;25.5;80;17/12/2002 07:00;17-déc-02;7;144;920,2;25,5;80
17/12/2002;8;230;1469.7;26.3;74;17/12/2002 08:00;17-déc-02;8;230;1469,7;26,3;74
17/12/2002;9;308;1968.12;27.2;74;17/12/2002 09:00;17-déc-02;9;308;1968,1;27,2;74
17/12/2002;10;360;2300.4;28.3;70;17/12/2002 10:00;17-déc-02;10;360;2300,4;28,3;70
17/12/2002;11;376;2402.64;28.6;65;17/12/2002 11:00;17-déc-02;11;376;2402,6;28,6;65
17/12/2002;12;390;2492.1;28.8;66;17/12/2002 12:00;17-déc-02;12;390;2492,1;28,8;66
17/12/2002;13;362;2313.18;29.1;66;17/12/2002 13:00;17-déc-02;13;362;2313,2;29,1;66
17/12/2002;14;292;1865.88;27;72;17/12/2002 14:00;17-déc-02;14;292;1865,9;27;72
17/12/2002;15;234;1495.26;27.2;72;17/12/2002 15:00;17-déc-02;15;234;1495,3;27,2;72
17/12/2002;16;182;1162.98;26.2;74;17/12/2002 16:00;17-déc-02;16;182;1163;26,2;74
17/12/2002;17;104;664.56;25;76;17/12/2002 17:00;17-déc-02;17;104;664,6;25;76
17/12/2002;18;16;102.24;23.6;82;17/12/2002 18:00;17-déc-02;18;16;102,2;23,6;82
17/12/2002;19;0;0;23.3;84;17/12/2002 19:00;17-déc-02;19;0;0;23,3;84
17/12/2002;20;0;0;22.7;86;17/12/2002 20:00;17-déc-02;20;0;0;22,7;86
17/12/2002;21;0;0;21.2;88;17/12/2002 21:00;17-déc-02;21;0;0;21,2;88
17/12/2002;22;0;0;20.2;87;17/12/2002 22:00;17-déc-02;22;0;0;20,2;87
17/12/2002;23;0;0;19.6;88;17/12/2002 23:00;17-déc-02;23;0;0;19,6;88
17/12/2002;24;0;0;21.9;96;18/12/2002 00:00;17-déc-02;24;0;0;21,9;96
18/12/2002;1;0;0;19.3;84;18/12/2002 01:00;18-déc-02;1;0;0;19,3;84
18/12/2002;2;0;0;18.7;82;18/12/2002 02:00;18-déc-02;2;0;0;18,7;82
18/12/2002;3;0;0;18.6;81;18/12/2002 03:00;18-déc-02;3;0;0;18,6;81
18/12/2002;4;0;0;18.5;80;18/12/2002 04:00;18-déc-02;4;0;0;18,5;80
18/12/2002;5;2;12.78;18.6;76;18/12/2002 05:00;18-déc-02;5;2;12,8;18,6;76
18/12/2002;6;58;370.62;23.2;70;18/12/2002 06:00;18-déc-02;6;58;370,6;23,2;70
18/12/2002;7;146;932.94;25.7;64;18/12/2002 07:00;18-déc-02;7;146;932,9;25,7;64
18/12/2002;8;246;1571.94;26.2;64;18/12/2002 08:00;18-déc-02;8;246;1571,9;26,2;64
18/12/2002;9;314;2006.46;25.7;71;18/12/2002 09:00;18-déc-02;9;314;2006,5;25,7;71
18/12/2002;10;368;2351.52;27.1;70;18/12/2002 10:00;18-déc-02;10;368;2351,5;27,1;70
18/12/2002;11;386;2466.54;26.3;72;18/12/2002 11:00;18-déc-02;11;386;2466,5;26,3;72
18/12/2002;12;396;2530.44;27;70;18/12/2002 12:00;18-déc-02;12;396;2530,4;27;70
18/12/2002;13;370;2364.3;27.3;70;18/12/2002 13:00;18-déc-02;13;370;2364,3;27,3;70
18/12/2002;14;322;2057.58;27.1;72;18/12/2002 14:00;18-déc-02;14;322;2057,6;27,1;72
18/12/2002;15;210;1341.9;25.6;76;18/12/2002 15:00;18-déc-02;15;210;1341,9;25,6;76
18/12/2002;16;96;613.44;24.9;78;18/12/2002 16:00;18-déc-02;16;96;613,4;24,9;78
18/12/2002;17;44;281.16;24.6;78;18/12/2002 17:00;18-déc-02;17;44;281,2;24,6;78
18/12/2002;18;14;89.46;23.6;82;18/12/2002 18:00;18-déc-02;18;14;89,5;23,6;82
18/12/2002;19;0;0;23.4;85;18/12/2002 19:00;18-déc-02;19;0;0;23,4;85
18/12/2002;20;0;0;23.2;84;18/12/2002 20:00;18-déc-02;20;0;0;23,2;84
18/12/2002;21;0;0;23.3;84;18/12/2002 21:00;18-déc-02;21;0;0;23,3;84
18/12/2002;22;0;0;23.2;83;18/12/2002 22:00;18-déc-02;22;0;0;23,2;83
18/12/2002;23;0;0;23.2;83;18/12/2002 23:00;18-déc-02;23;0;0;23,2;83
18/12/2002;24;0;0;19.7;86;19/12/2002 00:00;18-déc-02;24;0;0;19,7;86
19/12/2002;1;0;0;20.2;86;19/12/2002 01:00;19-déc-02;1;0;0;20,2;86
19/12/2002;2;0;0;20.6;82;19/12/2002 02:00;19-déc-02;2;0;0;20,6;82
19/12/2002;3;0;0;20.8;80;19/12/2002 03:00;19-déc-02;3;0;0;20,8;80
19/12/2002;4;0;0;20.5;80;19/12/2002 04:00;19-déc-02;4;0;0;20,5;80
19/12/2002;5;2;12.78;20.1;80;19/12/2002 05:00;19-déc-02;5;2;12,8;20,1;80
19/12/2002;6;50;319.5;24.1;76;19/12/2002 06:00;19-déc-02;6;50;319,5;24,1;76
19/12/2002;7;130;830.7;27.2;66;19/12/2002 07:00;19-déc-02;7;130;830,7;27,2;66
19/12/2002;8;222;1418.58;26.2;66;19/12/2002 08:00;19-déc-02;8;222;1418,6;26,2;66
19/12/2002;9;244;1559.16;26.7;63;19/12/2002 09:00;19-déc-02;9;244;1559,2;26,7;63
19/12/2002;10;340;2172.6;27.5;62;19/12/2002 10:00;19-déc-02;10;340;2172,6;27,5;62
19/12/2002;11;288;1840.32;27.1;64;19/12/2002 11:00;19-déc-02;11;288;1840,3;27,1;64
19/12/2002;12;284;1814.76;27.2;62;19/12/2002 12:00;19-déc-02;12;284;1814,8;27,2;62
19/12/2002;13;296;1891.44;27.3;65;19/12/2002 13:00;19-déc-02;13;296;1891,4;27,3;65
19/12/2002;14;288;1840.32;27.4;66;19/12/2002 14:00;19-déc-02;14;288;1840,3;27,4;66
19/12/2002;15;150;958.5;26;72;19/12/2002 15:00;19-déc-02;15;150;958,5;26;72
19/12/2002;16;92;587.88;24.6;76;19/12/2002 16:00;19-déc-02;16;92;587,9;24,6;76
19/12/2002;17;40;255.6;24.4;76;19/12/2002 17:00;19-déc-02;17;40;255,6;24,4;76
19/12/2002;18;12;76.68;23.8;78;19/12/2002 18:00;19-déc-02;18;12;76,7;23,8;78
19/12/2002;19;0;0;23.6;78;19/12/2002 19:00;19-déc-02;19;0;0;23,6;78
19/12/2002;20;0;0;23.3;80;19/12/2002 20:00;19-déc-02;20;0;0;23,3;80
19/12/2002;21;0;0;22.9;84;19/12/2002 21:00;19-déc-02;21;0;0;22,9;84
19/12/2002;22;0;0;22.9;85;19/12/2002 22:00;19-déc-02;22;0;0;22,9;85
19/12/2002;23;0;0;23.3;83;19/12/2002 23:00;19-déc-02;23;0;0;23,3;83
19/12/2002;24;0;0;21.4;84;20/12/2002 00:00;19-déc-02;24;0;0;21,4;84
20/12/2002;1;0;0;22.5;82;20/12/2002 01:00;20-déc-02;1;0;0;22,5;82
20/12/2002;2;0;0;23;79;20/12/2002 02:00;20-déc-02;2;0;0;23;79
20/12/2002;3;0;0;23;77;20/12/2002 03:00;20-déc-02;3;0;0;23;77
20/12/2002;4;0;0;23;76;20/12/2002 04:00;20-déc-02;4;0;0;23;76
20/12/2002;5;2;12.78;22.8;81;20/12/2002 05:00;20-déc-02;5;2;12,8;22,8;81
20/12/2002;6;34;217.26;23.9;74;20/12/2002 06:00;20-déc-02;6;34;217,3;23,9;74
20/12/2002;7;98;626.22;24.8;73;20/12/2002 07:00;20-déc-02;7;98;626,2;24,8;73
20/12/2002;8;182;1162.98;26.5;68;20/12/2002 08:00;20-déc-02;8;182;1163;26,5;68
20/12/2002;9;314;2006.46;27.5;65;20/12/2002 09:00;20-déc-02;9;314;2006,5;27,5;65
20/12/2002;10;368;2351.52;28.2;60;20/12/2002 10:00;20-déc-02;10;368;2351,5;28,2;60
20/12/2002;11;390;2492.1;28.7;59;20/12/2002 11:00;20-déc-02;11;390;2492,1;28,7;59
20/12/2002;12;396;2530.44;28.7;56;20/12/2002 12:00;20-déc-02;12;396;2530,4;28,7;56
20/12/2002;13;376;2402.64;29.6;51;20/12/2002 13:00;20-déc-02;13;376;2402,6;29,6;51
20/12/2002;14;266;1699.74;27;63;20/12/2002 14:00;20-déc-02;14;266;1699,7;27;63
20/12/2002;15;260;1661.4;27;62;20/12/2002 15:00;20-déc-02;15;260;1661,4;27;62
20/12/2002;16;180;1150.2;26.6;64;20/12/2002 16:00;20-déc-02;16;180;1150,2;26,6;64
20/12/2002;17;102;651.78;25.4;68;20/12/2002 17:00;20-déc-02;17;102;651,8;25,4;68
20/12/2002;18;18;115.02;23.8;72;20/12/2002 18:00;20-déc-02;18;18;115;23,8;72
20/12/2002;19;0;0;23.5;74;20/12/2002 19:00;20-déc-02;19;0;0;23,5;74
20/12/2002;20;0;0;22.7;76;20/12/2002 20:00;20-déc-02;20;0;0;22,7;76
20/12/2002;21;0;0;21;77;20/12/2002 21:00;20-déc-02;21;0;0;21;77
20/12/2002;22;0;0;20.4;82;20/12/2002 22:00;20-déc-02;22;0;0;20,4;82
20/12/2002;23;0;0;22.1;80;20/12/2002 23:00;20-déc-02;23;0;0;22,1;80
20/12/2002;24;0;0;23;82;21/12/2002 00:00;20-déc-02;24;0;0;23;82
21/12/2002;1;0;0;20.1;85;21/12/2002 01:00;21-déc-02;1;0;0;20,1;85
21/12/2002;2;0;0;19;85;21/12/2002 02:00;21-déc-02;2;0;0;19;85
21/12/2002;3;0;0;19.5;82;21/12/2002 03:00;21-déc-02;3;0;0;19,5;82
21/12/2002;4;0;0;19.6;78;21/12/2002 04:00;21-déc-02;4;0;0;19,6;78
21/12/2002;5;4;25.56;20.4;80;21/12/2002 05:00;21-déc-02;5;4;25,6;20,4;80
21/12/2002;6;54;345.06;24.7;68;21/12/2002 06:00;21-déc-02;6;54;345,1;24,7;68
21/12/2002;7;140;894.6;27.7;58;21/12/2002 07:00;21-déc-02;7;140;894,6;27,7;58
21/12/2002;8;230;1469.7;27.2;63;21/12/2002 08:00;21-déc-02;8;230;1469,7;27,2;63
21/12/2002;9;308;1968.12;27.2;60;21/12/2002 09:00;21-déc-02;9;308;1968,1;27,2;60
21/12/2002;10;366;2338.74;27.7;60;21/12/2002 10:00;21-déc-02;10;366;2338,7;27,7;60
21/12/2002;11;390;2492.1;28.2;58;21/12/2002 11:00;21-déc-02;11;390;2492,1;28,2;58
21/12/2002;12;400;2556;29.2;56;21/12/2002 12:00;21-déc-02;12;400;2556;29,2;56
21/12/2002;13;372;2377.08;28.3;58;21/12/2002 13:00;21-déc-02;13;372;2377,1;28,3;58
21/12/2002;14;314;2006.46;27.5;62;21/12/2002 14:00;21-déc-02;14;314;2006,5;27,5;62
21/12/2002;15;268;1712.52;27.2;64;21/12/2002 15:00;21-déc-02;15;268;1712,5;27,2;64
21/12/2002;16;188;1201.32;27;67;21/12/2002 16:00;21-déc-02;16;188;1201,3;27;67
