"Burst_Month","Nature_F","108","109","110","111","101","102","103"
"10-11-12","0",0.100790192672529,0.108102754087803,0.0117549615802737,0.102399669240572,0.0522385533975936,0.377424586936758,0.24728928208447
"1","0",0.482575526823867,0.204640905532061,0.0147866255619771,0.0968189044042704,0.0344705760282273,0.128723654767492,0.0379838068821053
"2","0",0.815132299815397,0.0970497716262995,0.00542658780670358,0.0318156103439989,0.00997730086952819,0.0323160448596082,0.00828238467846465
"3-4-5","0",0.259198616234344,0.192632737557034,0.0173185681297076,0.129185951088134,0.0538661137467463,0.252574371947238,0.0952236412967962
"10-11-12","1",0.00896209400107988,0.0118970122968407,0.00147248544806251,0.0147418984500451,0.00915276563211131,0.150931917211903,0.802841826959958
"1","1",0.0361852601256895,0.0450721994438027,0.00535895579909851,0.0511967269848653,0.0296970338712877,0.337327232003032,0.495162591772224
"2","1",0.0498084401980866,0.0601060124958357,0.00700837276912013,0.0655317528603921,0.0368696465385755,0.368049334355405,0.412626440782585
"3-4-5","1",0.0159241415815764,0.0207965590809552,0.00254728158573132,0.0251851604792652,0.0153520849703567,0.225476953768105,0.69471781853401
"10-11-12","2",0.0100189108931516,0.0132669537023859,0.00163943419292661,0.0163817576278916,0.010142111079637,0.164130587884488,0.78442024461952
"1","2",0.00697952726547407,0.00930844667960874,0.00115554888072622,0.0116110002163988,0.0072476652910295,0.123974258641262,0.839723553025501
"2","2",0.0263641445040963,0.0336001532436707,0.00405251408029446,0.0393504085650686,0.0233654189059835,0.2970083181192,0.576259042581687
"3-4-5","2",0.00359282413635635,0.004829984250412,0.000602674949017406,0.00609389062858274,0.00383941067246202,0.0702267833216098,0.91081443204156
