id,parent_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,light_interception__sunlit_fraction_col;;;
1,NA,1,NaT,NA,NA,0,1.109,8,3;;;
2,1,0,NaT,NA,NA,2,0.759,13,3;;;
3,2,1,NaT,NA,NA,12,0.655,12,3;;;
4,3,1,2002-09-10,1,1,7,0.552,6,3;;;
5,1,0,NaT,NA,NA,2,0.557,8,3;;;
6,5,1,NaT,NA,NA,6,0.455,7,3;;;
7,6,1,NaT,NA,NA,8,0.355,5,3;;;
8,1,0,NaT,NA,NA,2,0.947,10,3;;;
9,8,0,NaT,NA,NA,2,0.473,6,3;;;
10,9,1,NaT,NA,NA,9,0.372,6,3;;;
11,8,0,NaT,NA,NA,3,0.817,9,3;;;
12,11,1,NaT,NA,NA,7,0.712,9,3;;;
13,12,0,NaT,NA,NA,6,0.534,8,3;;;
14,12,0,NaT,NA,NA,7,0.475,9,3;;;
15,12,0,NaT,NA,NA,4,0.328,7,3;;;
