"Burst_Month","Nature_Ancestor_F","10","11","12","1","2","3"
"8-9-10","0",0.00633415540589486,0.40391631415353,0.0577563868511994,0.1972403409997,0.233090590520951,0.101662212068725
"11","0",0.00198679378844074,0.17648585292194,0.0370507134038433,0.167429506071628,0.351062348106443,0.265984785707706
"12-1-2","0",0.00015986703306022,0.0169895352026379,0.0044403262914145,0.0258905029200166,0.133952105582285,0.818567662970585
"8-9-10","1",0.00136552384952181,0.128478761864573,0.0289063003604632,0.140128794064276,0.355757492504318,0.345363127356848
"11","1",0.00077131156332127,0.0769203176447773,0.0185804749698811,0.0976950403001795,0.322948503162467,0.483084352359374
"12-1-2","1",0.000231866830263206,0.0244522593904024,0.00632965810400796,0.0364130441101335,0.175853129681862,0.756720041883331
"8-9-10","2",0.000152298052549752,0.0161983117670192,0.00423783528937703,0.0247453946643256,0.129004987407631,0.825661172819097
"11","2",7.40929053356316e-10,8.01145995194042e-08,2.13970829788164e-08,1.28734104363327e-07,7.96101956857729e-07,0.999998972911327
"12-1-2","2",0.000220242130456122,0.0232551250271025,0.00602907711963188,0.0347584651428938,0.169671363514265,0.766065727065651
